"site_id","longitude","latitude","year","hk_prevalence","asc_prevalence","tt_prevalence","coordinates"
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,True,False,True,True,True,True
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,False,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,False,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,False,False
True,False,False,False,True,True,True,False
True,False,False,False,False,False,False,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,False,False,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,False,False
True,False,False,False,True,True,False,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,False,False,False,False
True,False,False,False,True,True,False,False
False,False,False,False,False,False,False,False
True,False,False,False,True,True,False,False
True,False,False,False,False,False,False,False
True,False,False,False,False,False,False,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,False,True,False
True,False,False,False,False,False,True,False
True,False,False,False,True,False,False,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,False,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,False,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
True,False,False,False,True,True,True,False
